"","...1","gameplayId","nflId","time","team","pff_positionLinedUp","zone","relative_location","stunt","all_front","all_back"
"207",29332,"2021091202_1241",41341,2021-09-12 18:00:15,"CAR","DLT",14,"(4, 1)",1,"4","3"
"208",29636,"2021091202_1350",46204,2021-09-12 18:04:06,"NYJ","LEO",13,"(1, 1)",1,"4","4"
"209",29644,"2021091202_1350",46204,2021-09-12 18:04:06,"NYJ","LEO",12,"(2, 1)",1,"2","2"
"210",29930,"2021091202_1497",44825,2021-09-12 18:11:10,"CAR","LOLB",1,"(5, 1)",1,"4","3"
"211",29940,"2021091202_1497",44825,2021-09-12 18:11:10,"CAR","LOLB",9,"(4, 1)",1,"4","5"
"212",29945,"2021091202_1497",44825,2021-09-12 18:11:10,"CAR","LOLB",8,"(3, 1)",1,"3","4"
"213",30044,"2021091202_1519",44825,2021-09-12 18:11:58,"CAR","ROLB",6,"(2, 1)",1,"2","1"
"214",30148,"2021091202_1543",46205,2021-09-12 18:12:44,"CAR","ROLB",1,"(1, 1)",1,"3","2"
"215",30156,"2021091202_1596",41341,2021-09-12 18:14:10,"CAR","DLT",9,"0",1,"2","1"
"216",31043,"2021091202_1885",43308,2021-09-12 18:29:35,"NYJ","REO",1,"(3, 3)",1,"4","3"
"217",31306,"2021091202_1967",43301,2021-09-12 18:31:42,"NYJ","LE",14,"(2, 1)",1,"2","3"
"218",31346,"2021091202_1967",43301,2021-09-12 18:31:41,"NYJ","LE",13,"(3, 2)",1,"3","2"
"219",31710,"2021091202_2196",41243,2021-09-12 18:52:29,"NYJ","ROLB",1,"(2, 1)",1,"2","2"
"220",31867,"2021091202_2283",42368,2021-09-12 18:57:24,"CAR","RILB",4,"(4, 1)",1,"5","4"
"221",31885,"2021091202_2283",42368,2021-09-12 18:57:25,"CAR","RILB",6,"(4, 1)",1,"3","2"
"222",32053,"2021091202_2367",41341,2021-09-12 18:59:50,"CAR","LE",7,"(3, 1)",1,"2","3"
"223",32073,"2021091202_2367",41341,2021-09-12 18:59:50,"CAR","LE",4,"(4, 1)",1,"3","4"
"224",32177,"2021091202_2428",43301,2021-09-12 19:04:27,"NYJ","DLT",1,"(3, 1)",1,"2","1"
"225",32277,"2021091202_2457",43301,2021-09-12 19:05:11,"NYJ","LE",14,"(3, 1)",1,"2","1"
"226",32381,"2021091202_2481",43301,2021-09-12 19:05:56,"NYJ","LE",14,"(4, 1)",1,"1","2"
"227",32503,"2021091202_2503",43301,2021-09-12 19:06:43,"NYJ","LE",14,"(6, 1)",1,"5","6"
"228",32617,"2021091202_2543",41341,2021-09-12 19:10:35,"CAR","DLT",14,"(1, 1)",1,"2","1"
"229",32705,"2021091202_2586",43791,2021-09-12 19:12:09,"CAR","LE",14,"(1, 1)",1,"1","2"
"230",32972,"2021091202_2684",41243,2021-09-12 19:15:12,"NYJ","RILB",1,"(2, 1)",1,"2","2"
"231",33427,"2021091202_2949",41341,2021-09-12 19:26:45,"CAR","DRT",9,"(2, 1)",1,"3","2"
"232",33615,"2021091202_3376",41341,2021-09-12 19:49:14,"CAR","NRT",14,"(4, 1)",1,"2","3"
"233",33645,"2021091202_3376",41341,2021-09-12 19:49:15,"CAR","NRT",14,"(4, 1)",1,"2","1"
"234",33670,"2021091202_3398",41341,2021-09-12 19:49:55,"CAR","DLT",1,"(5, 1)",1,"5","4"
"235",33700,"2021091202_3398",41341,2021-09-12 19:49:56,"CAR","DLT",12,"(5, 1)",1,"4","3"
"236",33750,"2021091202_3398",41341,2021-09-12 19:49:57,"CAR","DLT",14,"(5, 1)",1,"2","1"
"237",33877,"2021091202_3420",42368,2021-09-12 19:50:42,"CAR","RILB",8,"(4, 1)",1,"3","4"
"238",34107,"2021091202_3512",43308,2021-09-12 19:56:07,"NYJ","REO",1,"(4, 1)",1,"2","1"
"239",34383,"2021091202_3723",41341,2021-09-12 20:01:54,"CAR","LE",1,"0",2,"c(""3"", ""2"")","c(""4"", ""1"")"
"240",34621,"2021091202_3767",41341,2021-09-12 20:03:29,"CAR","LE",13,"(5, 1)",1,"4","3"
"241",34631,"2021091202_3767",41341,2021-09-12 20:03:29,"CAR","LE",14,"(5, 1)",1,"1","2"
"242",34666,"2021091202_3767",41341,2021-09-12 20:03:30,"CAR","LE",14,"0",1,"3","2"
"243",34928,"2021091202_3820",46205,2021-09-12 20:05:42,"CAR","ROLB",1,"(1, 1)",1,"2","3"
"244",35032,"2021091202_3843",46527,2021-09-12 20:06:27,"CAR","LOLB",14,"(4, 1)",1,"1","2"
"245",36062,"2021091203_601",42431,2021-09-12 17:28:59,"MIN","LEO",14,"(4, 1)",1,"1","2"
"246",36102,"2021091203_601",42431,2021-09-12 17:29:00,"MIN","LEO",14,"(5, 1)",1,"5","4"
"247",36157,"2021091203_601",42431,2021-09-12 17:29:01,"MIN","LEO",14,"(4, 1)",1,"4","5"
"248",36341,"2021091203_672",43641,2021-09-12 17:33:16,"CIN","ROLB",3,"(6, 1)",1,"4","5"
"249",36359,"2021091203_672",43641,2021-09-12 17:33:16,"CIN","ROLB",4,"(6, 1)",1,"2","1"
"250",36709,"2021091203_845",35539,2021-09-12 17:39:00,"MIN","DRT",2,"(2, 1)",1,"4","5"
"251",36824,"2021091203_924",43641,2021-09-12 17:43:56,"CIN","SCBoL",14,"(5, 1)",1,"2","3"
"252",37194,"2021091203_1414",35539,2021-09-12 18:01:16,"MIN","RE",7,"(3, 1)",1,"3","4"
"253",37340,"2021091203_1521",35539,2021-09-12 18:04:00,"MIN","REO",5,"(5, 1)",1,"4","5"
"254",37387,"2021091203_1561",35539,2021-09-12 18:05:20,"MIN","LE",14,"(1, 1)",1,"5","5"
"255",37417,"2021091203_1561",35539,2021-09-12 18:05:21,"MIN","LE",14,"(1, 1)",1,"2","3"
"256",37453,"2021091203_1561",35539,2021-09-12 18:05:21,"MIN","LE",14,"(1, 1)",1,"3","4"
"257",37495,"2021091203_1561",35539,2021-09-12 18:05:22,"MIN","LE",14,"(1, 1)",1,"2","3"
"258",37758,"2021091203_1723",43641,2021-09-12 18:14:51,"CIN","SCBL",14,"(4, 1)",1,"3","2"
"259",37766,"2021091203_1723",43641,2021-09-12 18:14:51,"CIN","SCBL",13,"(3, 1)",1,"3","4"
"260",37778,"2021091203_1723",43641,2021-09-12 18:14:51,"CIN","SCBL",10,"(2, 1)",1,"2","3"
"261",37862,"2021091203_1745",44877,2021-09-12 18:15:23,"CIN","DRT",3,"(1, 1)",1,"2","1"
"262",38050,"2021091203_1809",44877,2021-09-12 18:16:53,"CIN","DRT",5,"(2, 1)",1,"4","3"
"263",38326,"2021091203_1938",35539,2021-09-12 18:22:00,"MIN","DRT",8,"(2, 1)",1,"2","3"
"264",38432,"2021091203_1967",35539,2021-09-12 18:22:43,"MIN","RE",1,"(4, 1)",2,"c(""4"", ""1"")","c(""3"", ""2"")"
"265",38698,"2021091203_2186",44877,2021-09-12 18:32:29,"CIN","RE",3,"(2, 1)",1,"4","3"
"266",39123,"2021091203_2400",42431,2021-09-12 18:51:29,"MIN","LEO",13,"(2, 1)",1,"2","1"
"267",39297,"2021091203_2472",35539,2021-09-12 18:53:41,"MIN","RE",1,"(4, 1)",2,"c(""4"", ""2"")","c(""1"", ""3"")"
"268",39517,"2021091203_2685",43455,2021-09-12 19:03:07,"CIN","NT",8,"(2, 1)",1,"4","3"
"269",39983,"2021091203_2952",44877,2021-09-12 19:13:42,"CIN","NT",8,"(3, 1)",1,"3","3"
"270",40123,"2021091203_2974",44877,2021-09-12 19:14:25,"CIN","DRT",4,"(3, 1)",1,"4","3"
"271",40147,"2021091203_2974",44877,2021-09-12 19:14:25,"CIN","DRT",3,"(3, 1)",1,"2","1"
"272",40153,"2021091203_2974",44877,2021-09-12 19:14:26,"CIN","DRT",3,"(2, 1)",1,"3","2"
"273",40159,"2021091203_2974",44877,2021-09-12 19:14:26,"CIN","DRT",3,"(2, 1)",1,"4","3"
"274",40177,"2021091203_2974",44877,2021-09-12 19:14:26,"CIN","DRT",3,"(1, 1)",1,"1","2"
"275",40187,"2021091203_3239",43455,2021-09-12 19:30:09,"CIN","DRT",5,"0",1,"1","3"
"276",40643,"2021091203_3405",44915,2021-09-12 19:36:17,"CIN","REO",1,"(4, 1)",1,"2","3"
"277",41580,"2021091203_3977",43641,2021-09-12 20:03:14,"CIN","SCBR",1,"(4, 1)",1,"3","2"
"278",41653,"2021091203_4001",43641,2021-09-12 20:03:32,"CIN","ROLB",1,"(5, 1)",1,"4","3"
"279",41683,"2021091203_4001",43641,2021-09-12 20:03:32,"CIN","ROLB",1,"(5, 1)",1,"2","1"
"280",41818,"2021091203_4047",44877,2021-09-12 20:04:30,"CIN","NLT",4,"(4, 1)",1,"4","3"
"281",41833,"2021091203_4047",44877,2021-09-12 20:04:30,"CIN","NLT",4,"(4, 1)",1,"3","2"
"282",41945,"2021091203_4076",43455,2021-09-12 20:05:10,"CIN","DLT",11,"(2, 1)",1,"3","4"
"283",42609,"2021091203_4528",35539,2021-09-12 20:24:04,"MIN","REO",1,"(4, 1)",1,"1","2"
"284",42897,"2021091203_4682",44877,2021-09-12 20:28:43,"CIN","DRT",10,"(3, 1)",1,"2","3"
"285",43133,"2021091204_90",42360,2021-09-12 17:07:25,"SF","DLT",1,"(4, 1)",1,"2","1"
"286",43188,"2021091204_135",42030,2021-09-12 17:08:48,"SF","LOLB",14,"(5, 1)",1,"2","1"
"287",43277,"2021091204_157",41249,2021-09-12 17:09:30,"SF","LEO",14,"(3, 1)",1,"3","4"
"288",43457,"2021091204_328",41249,2021-09-12 17:16:53,"SF","LEO",14,"(4, 1)",1,"1","2"
"289",43709,"2021091204_487",40171,2021-09-12 17:23:37,"DET","DLT",6,"(3, 1)",1,"2","1"
"290",44033,"2021091204_693",42360,2021-09-12 17:31:58,"SF","LEO",14,"(3, 1)",1,"3","4"
"291",44093,"2021091204_712",42360,2021-09-12 17:32:40,"SF","LEO",14,"(4, 1)",1,"3","2"
"292",44129,"2021091204_712",42360,2021-09-12 17:32:41,"SF","LEO",13,"(4, 1)",1,"2","1"
"293",44228,"2021091204_736",41249,2021-09-12 17:33:25,"SF","LEO",13,"(4, 1)",1,"4","5"
"294",44248,"2021091204_736",41249,2021-09-12 17:33:25,"SF","LEO",10,"(4, 1)",1,"2","3"
"295",44525,"2021091204_919",41249,2021-09-12 17:40:36,"SF","LOLB",13,"(2, 1)",1,"2","1"
"296",45269,"2021091204_1488",38544,2021-09-12 18:07:12,"DET","RE",1,"0",1,"3","4"
"297",45697,"2021091204_1670",41249,2021-09-12 18:16:03,"SF","LEO",14,"(1, 1)",1,"3","4"
"298",45817,"2021091204_1775",41249,2021-09-12 18:23:03,"SF","LEO",11,"(2, 1)",1,"2","1"
"299",45869,"2021091204_1811",41249,2021-09-12 18:24:09,"SF","LOLB",14,"(1, 1)",1,"2","3"
"300",47037,"2021091204_2447",41249,2021-09-12 19:00:58,"SF","LOLB",13,"(2, 1)",1,"4","3"
"301",47047,"2021091204_2447",41249,2021-09-12 19:00:58,"SF","LOLB",13,"(1, 1)",1,"1","2"
"302",47101,"2021091204_2596",40000,2021-09-12 19:08:13,"DET","RILB",6,"(2, 1)",1,"3","2"
"303",47149,"2021091204_2596",40000,2021-09-12 19:08:14,"DET","RILB",5,"(2, 1)",1,"4","3"
"304",47173,"2021091204_2596",40000,2021-09-12 19:08:14,"DET","RILB",6,"(3, 1)",1,"3","2"
"305",47203,"2021091204_2596",40000,2021-09-12 19:08:15,"DET","RILB",7,"(3, 1)",1,"5","6"
"306",47215,"2021091204_2596",40000,2021-09-12 19:08:15,"DET","RILB",8,"(4, 1)",1,"4","3"
"307",47281,"2021091204_2652",44938,2021-09-12 19:13:01,"SF","REO",1,"(4, 1)",1,"1","2"
"308",47485,"2021091204_2742",44938,2021-09-12 19:15:40,"SF","REO",1,"(3, 1)",1,"4","3"
"309",47609,"2021091204_2766",41919,2021-09-12 19:16:24,"SF","DRT",10,"(2, 1)",1,"3","2"
"310",47621,"2021091204_2766",41919,2021-09-12 19:16:24,"SF","DRT",10,"(3, 1)",1,"2","3"
"311",48227,"2021091204_3195",42444,2021-09-12 19:33:39,"DET","RE",1,"(5, 1)",1,"2","1"
"312",48237,"2021091204_3195",42444,2021-09-12 19:33:39,"DET","RE",1,"(5, 1)",1,"3","2"
"313",48252,"2021091204_3195",42444,2021-09-12 19:33:40,"DET","RE",1,"(5, 1)",1,"4","2"
"314",48362,"2021091204_3255",40171,2021-09-12 19:35:02,"DET","LE",8,"(2, 1)",1,"3","2"
"315",48387,"2021091204_3255",40171,2021-09-12 19:35:03,"DET","LE",9,"(1, 1)",1,"2","1"
"316",48569,"2021091204_3404",41919,2021-09-12 19:42:18,"SF","LE",14,"(4, 1)",1,"4","3"
"317",48669,"2021091204_3444",41249,2021-09-12 19:43:18,"SF","LEO",12,"(3, 1)",1,"3","4"
"318",48753,"2021091204_3479",41249,2021-09-12 19:44:19,"SF","LOLB",14,"(4, 1)",1,"3","2"
"319",48981,"2021091204_3533",41249,2021-09-12 19:48:50,"SF","LOLB",12,"(4, 1)",1,"3","4"
"320",49055,"2021091204_3597",42444,2021-09-12 19:51:12,"DET","LEO",10,"(3, 3)",1,"1","2"
"321",49095,"2021091204_3597",42444,2021-09-12 19:51:10,"DET","LEO",14,"(3, 3)",1,"2","1"
"322",49437,"2021091204_3719",41919,2021-09-12 19:55:30,"SF","DRT",4,"(2, 1)",1,"3","4"
"323",49505,"2021091204_3741",41919,2021-09-12 19:56:10,"SF","DRT",1,"(1, 1)",1,"2","1"
"324",49521,"2021091204_3741",41919,2021-09-12 19:56:11,"SF","DRT",1,"(1, 1)",1,"3","4"
"325",49625,"2021091204_3774",41249,2021-09-12 19:56:59,"SF","LOLB",14,"(4, 1)",1,"1","2"
"326",49705,"2021091204_3808",41249,2021-09-12 19:57:37,"SF","LOLB",12,"0",2,"c(""2"", ""4"")","c(""3"", ""1"")"
"327",50162,"2021091204_3908",44938,2021-09-12 20:00:15,"SF","REO",1,"(1, 1)",1,"3","2"
"328",50254,"2021091204_3973",41249,2021-09-12 20:03:45,"SF","LEO",12,"(4, 1)",1,"2","1"
"329",50258,"2021091204_3973",41249,2021-09-12 20:03:46,"SF","LEO",12,"(3, 1)",1,"3","4"
"330",50634,"2021091204_4135",41249,2021-09-12 20:08:47,"SF","LEO",14,"(4, 1)",1,"2","1"
"331",50928,"2021091204_4253",42360,2021-09-12 20:12:25,"SF","DLT",13,"(2, 1)",1,"2","3"
"332",51012,"2021091204_4401",38544,2021-09-12 20:17:24,"DET","RE",1,"(4, 1)",1,"2","1"
"333",51088,"2021091204_4441",41249,2021-09-12 20:18:29,"SF","LEO",13,"(4, 1)",1,"3","2"
"334",51100,"2021091204_4441",41249,2021-09-12 20:18:30,"SF","LEO",13,"(4, 1)",1,"2","1"
"335",51184,"2021091204_4463",41249,2021-09-12 20:19:10,"SF","LOLB",12,"(3, 1)",1,"3","4"
"336",51204,"2021091204_4463",41249,2021-09-12 20:19:10,"SF","LOLB",10,"(3, 1)",1,"2","1"
"337",51272,"2021091204_4492",41249,2021-09-12 20:19:48,"SF","LEO",14,"(4, 1)",1,"1","2"
"338",51376,"2021091204_4514",41249,2021-09-12 20:20:24,"SF","LEO",14,"(4, 1)",1,"3","2"
"339",51692,"2021091204_4607",41249,2021-09-12 20:23:31,"SF","LEO",13,"(4, 1)",1,"2","1"
"340",51768,"2021091204_4629",41249,2021-09-12 20:24:22,"SF","LOLB",14,"(4, 1)",1,"2","3"
"341",52100,"2021091205_249",38556,2021-09-12 17:13:31,"HOU","REO",1,"(4, 1)",1,"2","1"
"342",52211,"2021091205_337",42375,2021-09-12 17:18:20,"JAX","NRT",10,"(3, 1)",1,"3","2"
"343",52226,"2021091205_337",42375,2021-09-12 17:18:20,"JAX","NRT",10,"(3, 1)",1,"4","5"
"344",52306,"2021091205_404",43787,2021-09-12 17:20:02,"JAX","DRT",3,"(2, 1)",1,"4","5"
"345",52676,"2021091205_513",43333,2021-09-12 17:23:21,"JAX","REO",3,"(3, 1)",1,"2","3"
"346",52681,"2021091205_513",43333,2021-09-12 17:23:21,"JAX","REO",4,"(3, 1)",1,"4","5"
"347",53004,"2021091205_787",42375,2021-09-12 17:37:12,"JAX","DRT",7,"(3, 1)",1,"2","2"
"348",53532,"2021091205_1050",43372,2021-09-12 17:48:40,"HOU","LEO",14,"(2, 1)",1,"2","1"
"349",53624,"2021091205_1091",43372,2021-09-12 17:51:41,"HOU","REO",3,"(1, 1)",1,"4","3"
"350",53628,"2021091205_1091",43372,2021-09-12 17:51:42,"HOU","REO",4,"(2, 1)",1,"2","1"
"351",53944,"2021091205_1212",38556,2021-09-12 17:55:23,"HOU","REO",4,"(1, 1)",1,"3","4"
"352",53948,"2021091205_1212",38556,2021-09-12 17:55:23,"HOU","REO",5,"(2, 1)",1,"2","1"
"353",54354,"2021091205_1426",43325,2021-09-12 18:04:34,"JAX","RLB",1,"(5, 1)",1,"4","5"
"354",54399,"2021091205_1426",43325,2021-09-12 18:04:35,"JAX","RLB",1,"(4, 1)",1,"5","4"
"355",54512,"2021091205_1494",42375,2021-09-12 18:06:32,"JAX","DLT",9,"(2, 1)",1,"3","4"
"356",54540,"2021091205_1667",44863,2021-09-12 18:14:34,"HOU","REO",5,"(2, 1)",1,"2","1"
"357",54644,"2021091205_1711",44863,2021-09-12 18:16:20,"HOU","REO",1,"(1, 1)",1,"3","4"
"358",54965,"2021091205_2042",40253,2021-09-12 18:33:31,"JAX","ROLB",1,"(7, 1)",1,"3","2"
"359",55014,"2021091205_2042",40253,2021-09-12 18:33:32,"JAX","ROLB",1,"(7, 1)",1,"4","3"
"360",55041,"2021091205_2075",40253,2021-09-12 18:34:40,"JAX","ROLB",1,"0",2,"c(""5"", ""2"")","c(""4"", ""1"")"
"361",55405,"2021091205_2183",38556,2021-09-12 18:39:11,"HOU","REO",1,"(1, 1)",1,"2","3"
"362",55765,"2021091205_2325",43333,2021-09-12 18:44:01,"JAX","DRT",3,"(4, 1)",1,"3","4"
"363",55877,"2021091205_2388",43333,2021-09-12 18:44:26,"JAX","DRT",2,"(4, 1)",1,"2","1"
"364",55957,"2021091205_2429",43333,2021-09-12 18:45:56,"JAX","DRT",4,"(4, 1)",1,"3","4"
"365",55981,"2021091205_2429",43333,2021-09-12 18:45:57,"JAX","DRT",3,"(4, 1)",1,"2","1"
"366",56001,"2021091205_2581",38556,2021-09-12 19:07:11,"HOU","REO",2,"(4, 1)",1,"2","1"
"367",56013,"2021091205_2581",38556,2021-09-12 19:07:11,"HOU","REO",3,"(3, 1)",1,"3","4"
"368",56169,"2021091205_2795",44863,2021-09-12 19:15:25,"HOU","LEO",11,"(1, 1)",1,"3","2"
"369",56185,"2021091205_2795",44863,2021-09-12 19:15:25,"HOU","LEO",10,"(2, 1)",1,"2","1"
"370",56197,"2021091205_2795",44863,2021-09-12 19:15:25,"HOU","LEO",9,"(3, 1)",1,"2","3"
"371",56527,"2021091205_3053",40253,2021-09-12 19:26:04,"JAX","LOLB",14,"(6, 1)",1,"2","1"
"372",56545,"2021091205_3053",40253,2021-09-12 19:26:04,"JAX","LOLB",14,"(6, 1)",1,"3","2"
"373",56745,"2021091205_3151",38556,2021-09-12 19:31:46,"HOU","REO",4,"(3, 1)",1,"3","4"
"374",57364,"2021091205_3426",43372,2021-09-12 19:42:39,"HOU","REO",1,"(1, 1)",1,"3","4"
"375",57665,"2021091205_3548",43333,2021-09-12 19:46:21,"JAX","REO",9,"(5, 1)",1,"3","2"
"376",57716,"2021091205_3631",42375,2021-09-12 19:49:02,"JAX","NRT",6,"(4, 1)",1,"3","2"
"377",57752,"2021091205_3631",42375,2021-09-12 19:49:03,"JAX","NRT",7,"(4, 1)",1,"2","1"
"378",57788,"2021091205_3631",42375,2021-09-12 19:49:04,"JAX","NRT",8,"(5, 1)",1,"5","5"
"379",57818,"2021091205_3631",42375,2021-09-12 19:49:04,"JAX","NRT",9,"(6, 1)",1,"5","6"
"380",58251,"2021091205_3783",38556,2021-09-12 19:59:25,"HOU","REO",6,"(2, 1)",1,"2","1"
"381",58267,"2021091205_3783",38556,2021-09-12 19:59:26,"HOU","REO",7,"(3, 1)",1,"3","2"
"382",58347,"2021091205_3805",43372,2021-09-12 20:01:27,"HOU","LEO",14,"(3, 1)",1,"3","4"
"383",58443,"2021091205_3886",43372,2021-09-12 20:02:27,"HOU","LEO",14,"(4, 1)",1,"2","1"
"384",58455,"2021091205_3886",43372,2021-09-12 20:02:27,"HOU","LEO",14,"(3, 1)",1,"4","3"
"385",58551,"2021091205_4100",38556,2021-09-12 20:09:41,"HOU","REO",1,"(1, 1)",1,"3","4"
"386",58643,"2021091205_4122",38556,2021-09-12 20:10:23,"HOU","REO",1,"(1, 1)",1,"4","3"
"387",58655,"2021091205_4122",38556,2021-09-12 20:10:23,"HOU","REO",1,"(1, 1)",1,"6","5"
"388",59171,"2021091205_4535",38556,2021-09-12 20:24:36,"HOU","REO",1,"(2, 1)",1,"2","1"
"389",59381,"2021091205_4604",38556,2021-09-12 20:25:42,"HOU","REO",1,"(1, 1)",1,"3","4"
"390",59411,"2021091205_4604",38556,2021-09-12 20:25:42,"HOU","REO",2,"(2, 1)",1,"2","1"
"391",59528,"2021091205_4649",38556,2021-09-12 20:27:08,"HOU","REO",1,"(1, 1)",1,"3","4"
"392",59533,"2021091205_4649",38556,2021-09-12 20:27:08,"HOU","REO",1,"(2, 1)",1,"2","1"
"393",59945,"2021091206_98",38577,2021-09-12 17:08:29,"SEA","LILB",9,"(4, 1)",1,"3","1"
"394",60069,"2021091206_128",35493,2021-09-12 17:09:27,"SEA","LEO",14,"(5, 3)",1,"4","3"
"395",60109,"2021091206_128",35493,2021-09-12 17:09:27,"SEA","LEO",14,"(4, 3)",1,"4","5"
"396",60511,"2021091206_439",43296,2021-09-12 17:22:22,"IND","DLT",3,"(2, 1)",1,"3","4"
"397",60602,"2021091206_506",43296,2021-09-12 17:24:06,"IND","RE",1,"(4, 1)",1,"4","3"
"398",60617,"2021091206_506",43296,2021-09-12 17:24:06,"IND","RE",1,"(4, 1)",1,"3","2"
"399",60637,"2021091206_506",43296,2021-09-12 17:24:07,"IND","RE",1,"(5, 1)",1,"4","5"
"400",60739,"2021091206_620",43296,2021-09-12 17:29:32,"IND","DLT",5,"(3, 1)",1,"2","3"
"401",60855,"2021091206_649",43296,2021-09-12 17:30:18,"IND","NLT",8,"(4, 1)",1,"1","2"
"402",60897,"2021091206_649",43296,2021-09-12 17:30:19,"IND","NLT",7,"(5, 1)",1,"4","5"
"403",60995,"2021091206_742",35493,2021-09-12 17:36:14,"SEA","LEO",13,"(3, 1)",1,"3","4"
"404",61052,"2021091206_855",43296,2021-09-12 17:41:30,"IND","RE",2,"(2, 1)",1,"5","4"
"405",61295,"2021091206_948",43296,2021-09-12 17:46:44,"IND","LE",1,"(3, 1)",1,"1","2"
"406",61666,"2021091206_1171",35562,2021-09-12 17:58:32,"SEA","DRT",2,"(4, 1)",1,"3","2"
"407",61716,"2021091206_1171",35562,2021-09-12 17:58:33,"SEA","DRT",2,"(5, 1)",1,"3","4"
"408",61721,"2021091206_1171",35562,2021-09-12 17:58:34,"SEA","DRT",2,"(4, 1)",1,"4","5"
"409",61911,"2021091206_1320",43296,2021-09-12 18:05:35,"IND","REO",2,"0",1,"3","2"
"410",62367,"2021091206_1583",43296,2021-09-12 18:16:50,"IND","RE",5,"(3, 1)",1,"2","3"
"411",62411,"2021091206_1668",43296,2021-09-12 18:19:05,"IND","RE",4,"(3, 1)",1,"1","2"
"412",62543,"2021091206_1687",43296,2021-09-12 18:19:38,"IND","LE",13,"0",1,"2","3"
